lsoa21_code,lsoa21_name,pop2021
E01000198, Barnet 025A,1395
E01000199, Barnet 025B,2150
E01000200, Barnet 028B,1224
E01000201, Barnet 028C,1104
E01000202, Barnet 028D,1571
E01000203, Barnet 028E,1496
E01000204, Barnet 025C,1379
E01000205, Barnet 035A,1314
E01000206, Barnet 033B,1291
E01000207, Barnet 033C,1286
E01000208, Barnet 033D,1426
E01000209, Barnet 035B,1265
E01000210, Barnet 033E,1328
E01000211, Barnet 035C,2423
E01000212, Barnet 035D,1545
E01000213, Barnet 033F,2410
E01000214, Barnet 038E,1445
E01000215, Barnet 037B,1404
E01000216, Barnet 035E,2238
E01000217, Barnet 035F,1415
E01000218, Barnet 037C,1422
E01000219, Barnet 037D,1759
E01000220, Barnet 037E,1139
E01000221, Barnet 039B,1857
E01000222, Barnet 040C,1356
E01000223, Barnet 039C,1366
E01000224, Barnet 040D,1593
E01000225, Barnet 037F,2050
E01000226, Barnet 018D,1346
E01000227, Barnet 018E,2061
E01000228, Barnet 007A,1280
E01000229, Barnet 013B,1638
E01000230, Barnet 013C,2519
E01000231, Barnet 013D,2405
E01000232, Barnet 013E,1254
E01000233, Barnet 013F,1557
E01000234, Barnet 021D,1323
E01000235, Barnet 021E,1443
E01000236, Barnet 034A,1408
E01000237, Barnet 032A,1572
E01000238, Barnet 034B,1418
E01000239, Barnet 031A,1768
E01000240, Barnet 031B,1437
E01000241, Barnet 031C,1142
E01000242, Barnet 032B,2114
E01000243, Barnet 032C,2025
E01000244, Barnet 032D,1261
E01000245, Barnet 032E,1099
E01000246, Barnet 002B,1113
E01000247, Barnet 002C,1863
E01000248, Barnet 001A,1400
E01000249, Barnet 001B,1503
E01000250, Barnet 001C,1351
E01000251, Barnet 002D,1279
E01000252, Barnet 002E,1181
E01000253, Barnet 007B,2454
E01000254, Barnet 001D,1780
E01000255, Barnet 017A,1206
E01000256, Barnet 016A,1392
E01000257, Barnet 017B,1565
E01000258, Barnet 016B,1698
E01000259, Barnet 025D,1688
E01000260, Barnet 025E,1527
E01000261, Barnet 017C,1342
E01000263, Barnet 016C,1544
E01000264, Barnet 016D,1217
E01000265, Barnet 011A,1191
E01000266, Barnet 011B,1540
E01000267, Barnet 005A,1182
E01000268, Barnet 005B,1664
E01000269, Barnet 005C,1526
E01000270, Barnet 005D,1264
E01000271, Barnet 008A,1319
E01000272, Barnet 008B,1603
E01000273, Barnet 008C,1332
E01000274, Barnet 011C,1407
E01000275, Barnet 012A,1938
E01000276, Barnet 020A,2939
E01000277, Barnet 012B,1499
E01000278, Barnet 020B,1776
E01000279, Barnet 007C,1505
E01000280, Barnet 007D,1289
E01000281, Barnet 008D,1497
E01000282, Barnet 008E,1550
E01000283, Barnet 012C,1609
E01000284, Barnet 012D,1364
E01000285, Barnet 004A,1158
E01000286, Barnet 007E,1582
E01000287, Barnet 004B,1440
E01000288, Barnet 004C,1042
E01000289, Barnet 004D,1517
E01000290, Barnet 007F,1288
E01000291, Barnet 004E,1252
E01000292, Barnet 001E,1928
E01000293, Barnet 001F,1852
E01000294, Barnet 004F,2168
E01000295, Barnet 023B,2044
E01000296, Barnet 023C,1483
E01000297, Barnet 027D,1557
E01000298, Barnet 023D,2187
E01000299, Barnet 019A,1568
E01000300, Barnet 019B,2131
E01000301, Barnet 020C,1240
E01000302, Barnet 019C,1119
E01000303, Barnet 020D,1292
E01000304, Barnet 020E,1379
E01000305, Barnet 036B,1767
E01000306, Barnet 036C,1540
E01000307, Barnet 039D,1599
E01000308, Barnet 036D,1201
E01000309, Barnet 031D,1343
E01000310, Barnet 034C,1306
E01000311, Barnet 034D,1310
E01000312, Barnet 036E,1911
E01000313, Barnet 036F,1568
E01000314, Barnet 032F,1406
E01000315, Barnet 022F,1560
E01000316, Barnet 027E,1691
E01000317, Barnet 019D,1476
E01000318, Barnet 019E,1321
E01000319, Barnet 027F,1660
E01000320, Barnet 011D,1341
E01000321, Barnet 012E,1543
E01000322, Barnet 011E,1505
E01000323, Barnet 019F,1082
E01000324, Barnet 015F,1805
E01000325, Bexley 014A,1240
E01000326, Bexley 014B,1237
E01000327, Bexley 017A,1564
E01000328, Bexley 017B,2473
E01000329, Bexley 017C,1686
E01000330, Bexley 017D,1416
E01000331, Bexley 017E,1894
E01000332, Bexley 005A,1855
E01000333, Bexley 003A,2047
E01000334, Bexley 006A,1142
E01000335, Bexley 003B,1216
E01000336, Bexley 003C,1431
E01000337, Bexley 003D,1249
E01000338, Bexley 003E,1319
E01000339, Bexley 025A,1974
E01000340, Bexley 018A,2115
E01000341, Bexley 022A,1635
E01000342, Bexley 022B,1908
E01000343, Bexley 022C,1360
E01000344, Bexley 025B,1321
E01000345, Bexley 022D,1638
E01000346, Bexley 021A,1774
E01000347, Bexley 021B,1244
E01000348, Bexley 020A,1298
E01000349, Bexley 020B,2378
E01000350, Bexley 021C,1311
E01000351, Bexley 024A,1277
E01000352, Bexley 021D,1443
E01000353, Bexley 011A,1251
E01000354, Bexley 011B,1238
E01000355, Bexley 011C,2105
E01000356, Bexley 009A,1727
E01000357, Bexley 009B,1602
E01000358, Bexley 011D,1574
E01000359, Bexley 009C,1201
E01000360, Bexley 015A,2626
E01000361, Bexley 020C,2080
E01000362, Bexley 015B,1702
E01000363, Bexley 020D,1957
E01000364, Bexley 023A,1475
E01000365, Bexley 015C,2728
E01000366, Bexley 015D,1793
E01000367, Bexley 010A,1680
E01000368, Bexley 010B,1842
E01000369, Bexley 014C,1360
E01000370, Bexley 014D,1550
E01000371, Bexley 014E,1905
E01000372, Bexley 010C,2484
E01000373, Bexley 008A,2705
E01000374, Bexley 019A,1550
E01000375, Bexley 019B,1983
E01000376, Bexley 019C,1761
E01000377, Bexley 019D,1663
E01000379, Bexley 019F,1439
E01000380, Bexley 010D,1329
E01000381, Bexley 028A,1733
E01000382, Bexley 027A,1736
E01000383, Bexley 028B,1503
E01000384, Bexley 027B,1698
E01000385, Bexley 028C,1075
E01000386, Bexley 028D,1147
E01000387, Bexley 027C,1435
E01000388, Bexley 016A,1393
E01000389, Bexley 020E,1339
E01000390, Bexley 020F,1451
E01000391, Bexley 021E,1390
E01000392, Bexley 016B,1105
E01000393, Bexley 020G,1418
E01000394, Bexley 015E,1634
E01000395, Bexley 018B,1939
E01000396, Bexley 018C,2158
E01000398, Bexley 029A,1467
E01000399, Bexley 029B,1392
E01000400, Bexley 029C,1399
E01000401, Bexley 013A,1375
E01000402, Bexley 005B,2229
E01000403, Bexley 004A,1644
E01000404, Bexley 004B,2695
E01000405, Bexley 004C,1508
E01000406, Bexley 005C,1329
E01000407, Bexley 005D,1639
E01000408, Bexley 004D,1747
E01000409, Bexley 016C,1531
E01000410, Bexley 018D,1113
E01000411, Bexley 016D,1609
E01000412, Bexley 018E,1828
E01000413, Bexley 018F,1687
E01000414, Bexley 016E,2131
E01000415, Bexley 016F,1893
E01000416, Bexley 002A,1045
E01000417, Bexley 006B,1078
E01000418, Bexley 002B,1442
E01000419, Bexley 006C,2276
E01000420, Bexley 006D,1662
E01000421, Bexley 009D,1319
E01000422, Bexley 002C,2338
E01000423, Bexley 025C,2693
E01000424, Bexley 026A,1599
E01000425, Bexley 025D,1310
E01000426, Bexley 026B,1589
E01000427, Bexley 026C,1791
E01000428, Bexley 027D,2150
E01000429, Bexley 008B,1936
E01000430, Bexley 008C,1432
E01000431, Bexley 008D,1562
E01000433, Bexley 008F,2282
E01000434, Bexley 008G,1458
E01000435, Bexley 010E,1527
E01000436, Bexley 011E,1415
E01000437, Bexley 007A,1216
E01000438, Bexley 007B,1242
E01000439, Bexley 007C,1349
E01000440, Bexley 007D,1181
E01000441, Bexley 007E,2098
E01000442, Bexley 006E,1330
E01000443, Bexley 024B,1405
E01000444, Bexley 023B,1534
E01000445, Bexley 024C,1459
E01000446, Bexley 024D,1353
E01000447, Bexley 023C,1683
E01000448, Bexley 023D,1624
E01000449, Bexley 023E,2455
E01000450, Bexley 009E,1590
E01000451, Bexley 009F,1392
E01000452, Bexley 009G,1674
E01000453, Bexley 013B,1803
E01000454, Bexley 013C,1500
E01000455, Bexley 013D,1503
E01000456, Bexley 013E,1212
E01000457, Bexley 026D,1706
E01000458, Bexley 027E,1384
E01000459, Bexley 027F,1878
E01000460, Bexley 022E,1928
E01000461, Bexley 024E,1513
E01000462, Bexley 026E,1667
E01000463, Bexley 025E,1434
E01000464, Bexley 002D,1635
E01000465, Bexley 002E,1641
E01000466, Bexley 001A,1262
E01000467, Bexley 001B,1422
E01000468, Bexley 001C,1901
E01000469, Bexley 001D,1305
E01000470, Bexley 002F,1383
E01000471, Brent 026A,1401
E01000472, Brent 029A,1849
E01000473, Brent 029B,1586
E01000474, Brent 026B,1555
E01000475, Brent 029C,2044
E01000476, Brent 026C,1590
E01000477, Brent 026D,1288
E01000478, Brent 029D,1724
E01000479, Brent 009A,1848
E01000480, Brent 006A,1484
E01000481, Brent 009B,1486
E01000483, Brent 009D,1803
E01000484, Brent 006B,1823
E01000485, Brent 006C,1956
E01000486, Brent 006D,1420
E01000487, Brent 006E,1461
E01000488, Brent 022A,1820
E01000489, Brent 030A,1737
E01000490, Brent 023A,1793
E01000491, Brent 030B,1567
E01000492, Brent 030C,1277
E01000493, Brent 030D,1461
E01000494, Brent 023B,1585
E01000495, Brent 023C,1681
E01000497, Brent 011A,1466
E01000498, Brent 010B,1495
E01000499, Brent 011B,2056
E01000501, Brent 011C,2671
E01000502, Brent 011D,1642
E01000503, Brent 011E,1527
E01000504, Brent 018A,1709
E01000505, Brent 018B,1709
E01000506, Brent 014A,1650
E01000507, Brent 018C,1546
E01000508, Brent 025A,1255
E01000509, Brent 014B,1676
E01000510, Brent 014C,1695
E01000511, Brent 014D,2219
E01000512, Brent 018D,2168
E01000513, Brent 002A,1357
E01000514, Brent 002B,2030
E01000515, Brent 003A,1546
E01000516, Brent 002C,2392
E01000517, Brent 003B,1706
E01000518, Brent 005A,2042
E01000519, Brent 005B,1433
E01000520, Brent 002D,1431
E01000521, Brent 025B,1352
E01000522, Brent 025C,1591
E01000523, Brent 031A,1648
E01000524, Brent 031B,1533
E01000525, Brent 031C,1238
E01000526, Brent 025D,1549
E01000527, Brent 025E,1285
E01000528, Brent 025F,1622
E01000530, Brent 033A,1591
E01000531, Brent 033B,1386
E01000532, Brent 033C,1385
E01000533, Brent 031E,1621
E01000534, Brent 033D,1870
E01000535, Brent 031F,1382
E01000536, Brent 004A,1581
E01000538, Brent 004B,2618
E01000539, Brent 004C,1525
E01000540, Brent 004D,1302
E01000541, Brent 004E,1189
E01000543, Brent 003E,1090
E01000544, Brent 034A,1224
E01000545, Brent 028A,1690
E01000546, Brent 028B,1880
E01000547, Brent 028C,1402
E01000548, Brent 028D,1545
E01000549, Brent 028E,1649
E01000550, Brent 034B,1494
E01000551, Brent 034C,1465
E01000552, Brent 034D,1681
E01000553, Brent 015A,1521
E01000554, Brent 015B,1128
E01000555, Brent 015C,1193
E01000556, Brent 015D,2217
E01000557, Brent 015E,1626
E01000558, Brent 015F,1455
E01000559, Brent 018E,1806
E01000560, Brent 023D,1587
E01000561, Brent 023E,1266
E01000562, Brent 008A,1318
E01000563, Brent 008B,1445
E01000564, Brent 013A,1346
E01000565, Brent 013B,1964
E01000566, Brent 008C,1704
E01000567, Brent 016A,1737
E01000568, Brent 008D,2568
E01000569, Brent 008E,1556
E01000570, Brent 012A,2087
E01000571, Brent 012B,6466
E01000572, Brent 007A,2743
E01000573, Brent 007B,1849
E01000574, Brent 007C,1776
E01000575, Brent 007D,1612
E01000576, Brent 012C,1546
E01000577, Brent 007E,1974
E01000578, Brent 012D,1795
E01000579, Brent 032A,1676
E01000580, Brent 032B,1818
E01000581, Brent 030E,1526
E01000582, Brent 032C,1461
E01000583, Brent 032D,1609
E01000584, Brent 033E,1427
E01000585, Brent 033F,1282
E01000586, Brent 032E,1420
E01000587, Brent 001A,1578
E01000589, Brent 001B,1457
E01000590, Brent 001C,1224
E01000591, Brent 003F,1535
E01000592, Brent 001D,2365
E01000593, Brent 001E,2116
E01000594, Brent 001F,1553
E01000595, Brent 027A,1431
E01000596, Brent 021A,1529
E01000599, Brent 027D,1327
E01000601, Brent 021B,1079
E01000602, Brent 021C,1524
E01000603, Brent 021D,1805
E01000604, Brent 021E,2006
E01000605, Brent 021F,2139
E01000606, Brent 016B,1395
E01000607, Brent 013C,1109
E01000608, Brent 013D,1708
E01000609, Brent 016C,1254
E01000610, Brent 019A,1223
E01000611, Brent 016D,1487
E01000612, Brent 019B,1775
E01000613, Brent 013E,1233
E01000615, Brent 036A,1218
E01000616, Brent 020A,1322
E01000617, Brent 036B,1486
E01000618, Brent 036D,1616
E01000619, Brent 036C,1733
E01000620, Brent 020B,1500
E01000621, Brent 020C,1270
E01000622, Brent 010D,1409
E01000623, Brent 005C,1470
E01000624, Brent 005D,1647
E01000625, Brent 009E,1125
E01000626, Brent 010E,1358
E01000627, Brent 014E,1636
E01000628, Brent 014F,1278
E01000629, Brent 005E,1879
E01000630, Brent 026E,1247
E01000631, Brent 019C,1397
E01000632, Brent 029E,1555
E01000633, Brent 019D,1655
E01000634, Brent 019E,1979
E01000636, Brent 020E,1581
E01000637, Brent 022B,1388
E01000638, Brent 024A,1824
E01000639, Brent 022C,1108
E01000640, Brent 024B,1362
E01000641, Brent 024C,1621
E01000642, Brent 022D,1456
E01000643, Brent 024D,1129
E01000644, Brent 022E,1204
E01000645, Bromley 007A,1461
E01000646, Bromley 016A,1112
E01000647, Bromley 016B,1043
E01000648, Bromley 016C,1281
E01000649, Bromley 007B,1075
E01000650, Bromley 022A,1170
E01000651, Bromley 020A,1492
E01000652, Bromley 022B,1190
E01000653, Bromley 016D,1533
E01000654, Bromley 039A,1438
E01000655, Bromley 039B,1154
E01000656, Bromley 039C,1168
E01000657, Bromley 039D,2189
E01000658, Bromley 042A,1365
E01000659, Bromley 039E,1699
E01000661, Bromley 026A,1370
E01000662, Bromley 026B,1257
E01000663, Bromley 026C,1493
E01000664, Bromley 026D,2027
E01000665, Bromley 033A,1634
E01000666, Bromley 033B,1917
E01000667, Bromley 033C,1775
E01000668, Bromley 020B,1199
E01000669, Bromley 020C,1405
E01000670, Bromley 018A,1011
E01000671, Bromley 020D,1537
E01000672, Bromley 011A,1534
E01000673, Bromley 011B,1388
E01000674, Bromley 008A,1183
E01000676, Bromley 008B,1206
E01000677, Bromley 018C,1450
E01000678, Bromley 016E,1778
E01000679, Bromley 020E,1418
E01000680, Bromley 037A,1220
E01000681, Bromley 035A,1935
E01000682, Bromley 035B,1908
E01000683, Bromley 035C,1396
E01000684, Bromley 035D,2422
E01000685, Bromley 037B,1488
E01000686, Bromley 037C,1471
E01000687, Bromley 037D,1326
E01000688, Bromley 037E,2145
E01000689, Bromley 002A,2107
E01000690, Bromley 002B,1769
E01000691, Bromley 002C,1470
E01000692, Bromley 002D,1613
E01000693, Bromley 010A,1385
E01000694, Bromley 007C,1907
E01000695, Bromley 007D,1477
E01000696, Bromley 007E,1153
E01000697, Bromley 007F,1238
E01000698, Bromley 010B,1546
E01000699, Bromley 015A,1259
E01000700, Bromley 013A,1610
E01000701, Bromley 015B,2305
E01000702, Bromley 013B,1858
E01000703, Bromley 013C,1437
E01000704, Bromley 015C,1817
E01000705, Bromley 015D,1719
E01000706, Bromley 013D,1513
E01000707, Bromley 041A,2161
E01000708, Bromley 041B,1772
E01000709, Bromley 006A,1193
E01000710, Bromley 006B,1316
E01000711, Bromley 006C,1269
E01000712, Bromley 012A,1156
E01000713, Bromley 012B,2437
E01000714, Bromley 006D,1343
E01000715, Bromley 012C,1323
E01000716, Bromley 011C,1548
E01000717, Bromley 011D,1458
E01000718, Bromley 006E,1278
E01000719, Bromley 019A,1741
E01000720, Bromley 019B,1347
E01000721, Bromley 019C,1216
E01000722, Bromley 023A,1243
E01000723, Bromley 029A,1454
E01000724, Bromley 019D,1495
E01000725, Bromley 023B,1445
E01000726, Bromley 029B,1354
E01000727, Bromley 028A,1216
E01000728, Bromley 019E,1506
E01000729, Bromley 014A,1039
E01000730, Bromley 014B,1197
E01000731, Bromley 023C,1060
E01000732, Bromley 023D,1145
E01000733, Bromley 023E,2345
E01000734, Bromley 028B,2110
E01000735, Bromley 014C,2162
E01000736, Bromley 010C,1465
E01000737, Bromley 010D,1674
E01000738, Bromley 014D,1583
E01000739, Bromley 014E,1466
E01000741, Bromley 005B,1634
E01000742, Bromley 005C,1738
E01000743, Bromley 009A,1787
E01000744, Bromley 009B,2009
E01000745, Bromley 005D,1066
E01000746, Bromley 005E,1201
E01000747, Bromley 042B,1578
E01000748, Bromley 042C,1515
E01000749, Bromley 036A,2177
E01000750, Bromley 036B,1912
E01000751, Bromley 036C,1333
E01000752, Bromley 036D,1087
E01000753, Bromley 031A,1752
E01000754, Bromley 031B,1366
E01000755, Bromley 031C,1364
E01000756, Bromley 033D,1685
E01000757, Bromley 031D,1398
E01000758, Bromley 031E,1431
E01000759, Bromley 034A,2121
E01000760, Bromley 034B,1357
E01000761, Bromley 034C,1624
E01000762, Bromley 018D,1581
E01000763, Bromley 027A,1496
E01000764, Bromley 027B,1299
E01000765, Bromley 034D,1380
E01000766, Bromley 027C,1736
E01000767, Bromley 027D,1595
E01000768, Bromley 034E,1201
E01000769, Bromley 024A,1450
E01000770, Bromley 012D,1896
E01000771, Bromley 041C,1498
E01000772, Bromley 012E,1339
E01000773, Bromley 024B,1713
E01000774, Bromley 041D,1189
E01000775, Bromley 024C,1299
E01000777, Bromley 024D,1166
E01000778, Bromley 024E,1546
E01000779, Bromley 001A,1356
E01000780, Bromley 001B,1666
E01000781, Bromley 001C,1658
E01000782, Bromley 001D,1782
E01000783, Bromley 001E,2586
E01000784, Bromley 002E,1143
E01000785, Bromley 001F,1460
E01000786, Bromley 032A,1320
E01000787, Bromley 029C,2190
E01000788, Bromley 029D,2229
E01000789, Bromley 032B,1288
E01000790, Bromley 028C,1511
E01000791, Bromley 029E,1664
E01000792, Bromley 032C,1949
E01000793, Bromley 032D,2260
E01000794, Bromley 035E,1054
E01000795, Bromley 032E,1541
E01000796, Bromley 009C,1637
E01000797, Bromley 013E,1806
E01000798, Bromley 009D,1268
E01000799, Bromley 004A,1756
E01000800, Bromley 009E,2047
E01000801, Bromley 015E,1788
E01000802, Bromley 004B,2336
E01000803, Bromley 004C,2434
E01000804, Bromley 004D,1673
E01000805, Bromley 004E,1483
E01000806, Bromley 009F,2011
E01000807, Bromley 022C,1662
E01000808, Bromley 025A,1548
E01000809, Bromley 022D,1265
E01000810, Bromley 025B,1715
E01000811, Bromley 025C,1450
E01000812, Bromley 028D,1559
E01000813, Bromley 025D,1116
E01000814, Bromley 028E,1613
E01000815, Bromley 025E,1297
E01000816, Bromley 040A,1640
E01000818, Bromley 040B,1363
E01000819, Bromley 040C,1964
E01000820, Bromley 008C,1821
E01000822, Bromley 008D,1885
E01000823, Bromley 008E,1103
E01000824, Bromley 008F,1310
E01000825, Bromley 008G,1930
E01000826, Bromley 021A,1856
E01000827, Bromley 021B,1495
E01000828, Bromley 011E,1595
E01000829, Bromley 018E,1907
E01000830, Bromley 021C,1387
E01000831, Bromley 021D,1558
E01000832, Bromley 030A,1574
E01000833, Bromley 021E,1534
E01000834, Bromley 027E,1571
E01000835, Bromley 030B,1762
E01000836, Bromley 030C,1476
E01000837, Bromley 030D,1669
E01000838, Bromley 030E,1400
E01000839, Bromley 030F,1762
E01000840, Bromley 030G,1520
E01000841, Bromley 030H,2129
E01000842, Camden 011A,1841
E01000843, Camden 014A,1414
E01000844, Camden 011B,1374
E01000845, Camden 014B,1041
E01000846, Camden 014C,1608
E01000847, Camden 014D,1612
E01000848, Camden 011C,1363
E01000849, Camden 011D,1844
E01000850, Camden 026A,1455
E01000851, Camden 026B,2178
E01000853, Camden 029H,1494
E01000855, Camden 028A,1348
E01000856, Camden 019A,2049
E01000857, Camden 018A,2190
E01000858, Camden 018B,1466
E01000859, Camden 018C,1768
E01000860, Camden 018D,1492
E01000861, Camden 019B,1306
E01000862, Camden 018E,1353
E01000863, Camden 021A,1025
E01000866, Camden 009A,1188
E01000867, Camden 015C,1191
E01000868, Camden 015D,1358
E01000869, Camden 015E,1504
E01000870, Camden 009B,1489
E01000871, Camden 005A,2582
E01000872, Camden 005B,1292
E01000873, Camden 005C,1343
E01000874, Camden 005D,1458
E01000875, Camden 013A,1611
E01000876, Camden 013B,2613
E01000877, Camden 005E,1652
E01000878, Camden 004A,1312
E01000879, Camden 004B,1686
E01000880, Camden 004C,1861
E01000881, Camden 008A,1392
E01000882, Camden 008B,1712
E01000883, Camden 008C,1964
E01000884, Camden 004D,1770
E01000885, Camden 004E,1739
E01000886, Camden 006A,1678
E01000887, Camden 006B,2680
E01000888, Camden 006C,1743
E01000889, Camden 007A,1634
E01000890, Camden 007B,1310
E01000891, Camden 007C,1456
