lsoa21_code,lsoa21_name,pop2021
E01000892, Camden 006D,1291
E01000893, Camden 002A,1972
E01000894, Camden 002B,1424
E01000895, Camden 002C,1220
E01000896, Camden 002D,2380
E01000897, Camden 008D,1605
E01000898, Camden 008E,1302
E01000899, Camden 002E,1453
E01000900, Camden 012A,1313
E01000901, Camden 007D,2960
E01000902, Camden 012B,1532
E01000903, Camden 006E,1302
E01000904, Camden 012C,1338
E01000905, Camden 012D,2011
E01000906, Camden 012E,1738
E01000907, Camden 001A,2185
E01000908, Camden 001B,1226
E01000909, Camden 001C,1580
E01000910, Camden 003A,1079
E01000911, Camden 003B,2066
E01000912, Camden 001D,1462
E01000913, Camden 001E,1086
E01000914, Camden 028B,1112
E01000915, Camden 027A,999
E01000916, Camden 027B,1316
E01000917, Camden 027C,1156
E01000918, Camden 028C,1128
E01000919, Camden 028D,1978
E01000920, Camden 027D,2266
E01000921, Camden 003C,1476
E01000922, Camden 007E,1719
E01000923, Camden 003D,1490
E01000924, Camden 009C,1676
E01000925, Camden 009D,1565
E01000926, Camden 009E,2447
E01000927, Camden 007F,2469
E01000928, Camden 003E,2665
E01000929, Camden 020A,1889
E01000930, Camden 020B,1629
E01000931, Camden 013C,2079
E01000932, Camden 013D,1192
E01000933, Camden 020C,1073
E01000934, Camden 020D,2371
E01000935, Camden 020E,1123
E01000937, Camden 029G,1367
E01000938, Camden 029A,1148
E01000939, Camden 029B,1709
E01000941, Camden 029D,1718
E01000942, Camden 029C,1296
E01000943, Camden 029F,1226
E01000944, Camden 023A,1341
E01000946, Camden 021B,1069
E01000947, Camden 021C,1486
E01000948, Camden 021D,1739
E01000949, Camden 023C,1505
E01000951, Camden 023E,1688
E01000952, Camden 022A,1879
E01000954, Camden 022C,2857
E01000955, Camden 022D,2280
E01000956, Camden 022E,1364
E01000957, Camden 019C,1648
E01000958, Camden 019D,1769
E01000959, Camden 019E,1324
E01000960, Camden 017A,1589
E01000961, Camden 017B,1306
E01000962, Camden 016A,1480
E01000963, Camden 017C,1827
E01000964, Camden 016B,1418
E01000965, Camden 016C,1338
E01000966, Camden 016D,1244
E01000967, Camden 017D,1531
E01000968, Camden 016E,1247
E01000969, Camden 010A,1665
E01000970, Camden 010B,1082
E01000971, Camden 010C,1451
E01000972, Camden 010D,1833
E01000973, Camden 010E,1327
E01000974, Camden 013E,1122
E01000975, Croydon 022A,2028
E01000976, Croydon 022B,1745
E01000977, Croydon 022C,1125
E01000978, Croydon 022D,1273
E01000979, Croydon 022E,2032
E01000980, Croydon 017A,1288
E01000981, Croydon 017B,1316
E01000982, Croydon 017C,1611
E01000983, Croydon 017D,1884
E01000984, Croydon 022F,1231
E01000985, Croydon 021A,1372
E01000986, Croydon 021B,1392
E01000987, Croydon 021C,1289
E01000989, Croydon 018A,1399
E01000990, Croydon 045A,1247
E01000991, Croydon 018B,1110
E01000992, Croydon 014A,2252
E01000993, Croydon 021D,1358
E01000994, Croydon 009A,1549
E01000995, Croydon 009B,1548
E01000996, Croydon 009C,1879
E01000997, Croydon 009D,1388
E01000998, Croydon 010A,1306
E01000999, Croydon 009E,1091
E01001000, Croydon 010B,1786
E01001001, Croydon 013A,1440
E01001002, Croydon 009F,1525
E01001003, Croydon 010C,1707
E01001004, Croydon 015A,2054
E01001005, Croydon 019A,1829
E01001006, Croydon 016A,1328
E01001007, Croydon 016B,1304
E01001008, Croydon 019B,1128
E01001009, Croydon 019C,1842
E01001010, Croydon 019D,1751
E01001011, Croydon 019E,1412
E01001012, Croydon 020A,1330
E01001013, Croydon 020B,1376
E01001015, Croydon 041A,1521
E01001016, Croydon 041B,1588
E01001017, Croydon 043A,2133
E01001018, Croydon 044A,1870
E01001019, Croydon 044B,1402
E01001020, Croydon 044C,1393
E01001021, Croydon 044D,1621
E01001022, Croydon 044E,1958
E01001023, Croydon 041C,1306
E01001024, Croydon 043B,1561
E01001025, Croydon 043C,1502
E01001026, Croydon 043D,1526
E01001027, Croydon 043E,1534
E01001028, Croydon 038A,1325
E01001029, Croydon 038B,1422
E01001030, Croydon 038C,1427
E01001031, Croydon 038D,1514
E01001032, Croydon 035A,1304
E01001033, Croydon 031A,1408
E01001034, Croydon 031B,1794
E01001035, Croydon 047C,1585
E01001036, Croydon 029A,1707
E01001037, Croydon 029B,1543
E01001038, Croydon 029C,1658
E01001039, Croydon 029D,1794
E01001040, Croydon 029E,1498
E01001041, Croydon 031C,1457
E01001042, Croydon 024B,1163
E01001044, Croydon 023A,2300
E01001046, Croydon 023B,1685
E01001047, Croydon 047A,1900
E01001049, Croydon 023C,1339
E01001050, Croydon 023D,1956
E01001051, Croydon 030A,1942
E01001052, Croydon 030B,1383
E01001053, Croydon 032A,1083
E01001054, Croydon 030C,1505
E01001055, Croydon 032B,1503
E01001056, Croydon 030D,1317
E01001057, Croydon 030E,1582
E01001058, Croydon 034A,1586
E01001059, Croydon 034B,2125
E01001060, Croydon 034C,2005
E01001061, Croydon 034D,1411
E01001062, Croydon 026A,1803
E01001063, Croydon 026B,2164
E01001064, Croydon 026C,1736
E01001065, Croydon 034E,1504
E01001066, Croydon 034F,1429
E01001067, Croydon 041D,1582
E01001068, Croydon 042A,1551
E01001069, Croydon 040A,1557
E01001070, Croydon 040B,1386
E01001071, Croydon 042B,1257
E01001072, Croydon 042C,1489
E01001073, Croydon 037A,1395
E01001074, Croydon 041E,1236
E01001075, Croydon 040C,1210
E01001076, Croydon 036A,1457
E01001077, Croydon 032C,1432
E01001078, Croydon 032D,2053
E01001079, Croydon 036B,1763
E01001080, Croydon 036C,1890
E01001081, Croydon 036D,1459
E01001082, Croydon 032E,2145
E01001083, Croydon 003A,1742
E01001084, Croydon 002A,1864
E01001085, Croydon 004A,1530
E01001086, Croydon 003B,1699
E01001087, Croydon 003C,1745
E01001088, Croydon 004B,1410
E01001089, Croydon 004C,1526
E01001090, Croydon 004D,1504
E01001091, Croydon 004E,1533
E01001092, Croydon 037B,1455
E01001093, Croydon 037C,1643
E01001094, Croydon 038E,1493
E01001095, Croydon 031D,1564
E01001096, Croydon 037D,1047
E01001097, Croydon 037E,1485
E01001098, Croydon 037F,1199
E01001099, Croydon 040D,1749
E01001100, Croydon 031E,1632
E01001101, Croydon 035B,1265
E01001102, Croydon 035C,1535
E01001103, Croydon 039A,1372
E01001104, Croydon 042D,1416
E01001105, Croydon 039B,1585
E01001106, Croydon 039C,1571
E01001107, Croydon 035D,1440
E01001108, Croydon 035E,1261
E01001109, Croydon 013B,1460
E01001110, Croydon 020D,1360
E01001111, Croydon 010D,1380
E01001112, Croydon 013C,1286
E01001113, Croydon 013D,1268
E01001114, Croydon 013E,2331
E01001115, Croydon 015B,1834
E01001116, Croydon 013F,1872
E01001118, Croydon 020E,1892
E01001119, Croydon 034G,1737
E01001120, Croydon 033A,2635
E01001121, Croydon 039D,1280
E01001122, Croydon 033B,1724
E01001123, Croydon 033C,2684
E01001124, Croydon 033D,1344
E01001125, Croydon 033E,1742
E01001126, Croydon 034H,1697
E01001127, Croydon 025A,2098
E01001128, Croydon 025B,1286
E01001129, Croydon 026D,1818
E01001130, Croydon 025C,1670
E01001131, Croydon 018C,1580
E01001132, Croydon 018D,1546
E01001133, Croydon 026E,1969
E01001134, Croydon 018E,1402
E01001135, Croydon 025D,1333
E01001136, Croydon 007A,1480
E01001137, Croydon 001A,1815
E01001138, Croydon 001B,1312
E01001139, Croydon 007B,1597
E01001140, Croydon 007C,2102
E01001141, Croydon 008A,1351
E01001142, Croydon 007D,1300
E01001143, Croydon 008B,1372
E01001144, Croydon 007E,2360
E01001145, Croydon 008C,1352
E01001146, Croydon 006A,1425
E01001147, Croydon 005A,1761
E01001148, Croydon 005B,1541
E01001149, Croydon 006B,1492
E01001150, Croydon 006C,1358
E01001151, Croydon 005C,2221
E01001152, Croydon 005D,1163
E01001153, Croydon 006D,1184
E01001154, Croydon 006E,3264
E01001155, Croydon 010E,2521
E01001156, Croydon 001C,1522
E01001157, Croydon 002B,1365
E01001158, Croydon 005E,1628
E01001159, Croydon 002C,1623
E01001160, Croydon 002D,1820
E01001161, Croydon 003D,1434
E01001162, Croydon 001D,2800
E01001163, Croydon 002E,1820
E01001164, Croydon 001E,2061
E01001165, Croydon 024C,3573
E01001166, Croydon 024D,3962
E01001167, Croydon 028A,1470
E01001168, Croydon 024E,2986
E01001169, Croydon 028B,1956
E01001170, Croydon 047D,2300
E01001171, Croydon 028C,2130
E01001172, Croydon 028D,1591
E01001173, Croydon 028E,1634
E01001174, Croydon 011A,2042
E01001175, Croydon 011B,1751
E01001176, Croydon 011C,1739
E01001177, Croydon 016C,1998
E01001178, Croydon 015D,1624
E01001179, Croydon 016D,2435
E01001180, Croydon 016E,1209
E01001181, Croydon 015E,1185
E01001182, Croydon 011D,1894
E01001183, Croydon 011E,1717
E01001184, Croydon 011F,1927
E01001185, Croydon 014B,1401
E01001186, Croydon 014C,1798
E01001187, Croydon 017E,1536
E01001188, Croydon 014D,1429
E01001189, Croydon 045B,1464
E01001190, Croydon 045C,1505
E01001191, Croydon 008D,1505
E01001192, Croydon 008E,1320
E01001193, Croydon 014E,1470
E01001194, Croydon 045D,1401
E01001195, Ealing 021A,1300
E01001196, Ealing 015A,1595
E01001197, Ealing 021B,1615
E01001198, Ealing 021C,1907
E01001199, Ealing 021D,1368
E01001200, Ealing 025A,1279
E01001201, Ealing 025B,1814
E01001202, Ealing 025C,1352
E01001203, Ealing 025D,1580
E01001204, Ealing 018A,1224
E01001205, Ealing 018B,1428
E01001206, Ealing 018C,1542
E01001207, Ealing 018D,1622
E01001208, Ealing 018E,1527
E01001209, Ealing 013A,1376
E01001210, Ealing 016A,1586
E01001211, Ealing 013B,1462
E01001212, Ealing 018F,1563
E01001213, Ealing 023A,1429
E01001214, Ealing 023B,1487
E01001215, Ealing 023C,1821
E01001216, Ealing 023D,1870
E01001217, Ealing 014A,1595
E01001218, Ealing 012A,1777
E01001219, Ealing 029A,1808
E01001220, Ealing 029B,1518
E01001223, Ealing 041B,1593
E01001224, Ealing 019B,1732
E01001225, Ealing 041A,1646
E01001226, Ealing 019C,1703
E01001227, Ealing 019D,1509
E01001228, Ealing 019E,1752
E01001229, Ealing 031A,1488
E01001230, Ealing 031B,1471
E01001231, Ealing 027A,1517
E01001232, Ealing 031C,1498
E01001233, Ealing 031D,1455
E01001234, Ealing 027B,1291
E01001235, Ealing 042D,2884
E01001236, Ealing 042C,1534
E01001237, Ealing 031E,1520
E01001239, Ealing 015C,1779
E01001240, Ealing 024A,1372
E01001241, Ealing 024B,1696
E01001242, Ealing 024C,1518
E01001243, Ealing 024D,1605
E01001244, Ealing 024E,2042
E01001245, Ealing 024F,1628
E01001246, Ealing 015D,1435
E01001247, Ealing 015E,1652
E01001248, Ealing 035A,1558
E01001249, Ealing 028A,2016
E01001250, Ealing 028B,1440
E01001251, Ealing 030A,1876
E01001252, Ealing 030B,1540
E01001253, Ealing 030C,1543
E01001254, Ealing 030D,1454
E01001255, Ealing 028C,1594
E01001257, Ealing 008A,1646
E01001258, Ealing 010B,1467
E01001259, Ealing 014B,1501
E01001260, Ealing 012B,1384
E01001261, Ealing 012C,1499
E01001262, Ealing 010C,1397
E01001263, Ealing 010D,1856
E01001264, Ealing 010E,1439
E01001265, Ealing 006A,1259
E01001266, Ealing 006B,1989
E01001267, Ealing 006C,1661
E01001268, Ealing 012D,1693
E01001269, Ealing 001A,1545
E01001270, Ealing 004A,1549
E01001271, Ealing 001B,2239
E01001272, Ealing 006D,1827
E01001273, Ealing 041C,1101
E01001274, Ealing 041E,1054
E01001275, Ealing 041D,1374
E01001276, Ealing 011A,1490
E01001277, Ealing 011B,1437
E01001278, Ealing 011C,1537
E01001279, Ealing 013C,1395
E01001280, Ealing 011D,1373
E01001281, Ealing 013D,1357
E01001282, Ealing 016B,1474
E01001283, Ealing 016C,1453
E01001284, Ealing 022A,1838
E01001285, Ealing 016D,1347
E01001286, Ealing 016E,1501
E01001287, Ealing 016F,1433
E01001288, Ealing 022B,1664
E01001289, Ealing 022C,1453
E01001290, Ealing 022D,1480
E01001291, Ealing 014C,1707
E01001292, Ealing 014D,1548
E01001293, Ealing 014E,1286
E01001294, Ealing 017A,1296
E01001295, Ealing 017B,1385
E01001296, Ealing 017C,1303
E01001297, Ealing 017D,1669
E01001298, Ealing 017E,1240
E01001299, Ealing 035B,2547
E01001300, Ealing 039A,1583
E01001301, Ealing 039B,1697
E01001302, Ealing 039C,1526
E01001303, Ealing 032A,1604
E01001304, Ealing 039D,1553
E01001305, Ealing 035C,1729
E01001306, Ealing 035D,1494
E01001307, Ealing 002A,1547
E01001308, Ealing 002B,1236
E01001309, Ealing 001C,1650
E01001310, Ealing 001D,1677
E01001311, Ealing 001E,2515
E01001312, Ealing 002C,1809
E01001313, Ealing 002D,1597
E01001314, Ealing 002E,1612
E01001315, Ealing 003A,1934
E01001316, Ealing 003B,2039
E01001317, Ealing 003C,1480
E01001318, Ealing 003D,1452
E01001319, Ealing 004B,1431
E01001320, Ealing 003E,1161
E01001321, Ealing 003F,1333
E01001322, Ealing 004C,1416
E01001323, Ealing 004D,1412
E01001324, Ealing 008B,2334
E01001325, Ealing 009A,1471
E01001326, Ealing 008C,1444
E01001327, Ealing 009B,1214
E01001328, Ealing 009C,1254
E01001329, Ealing 009D,1845
E01001330, Ealing 008D,1703
E01001331, Ealing 009E,1394
E01001332, Ealing 008E,1136
E01001333, Ealing 038A,1234
E01001334, Ealing 029C,1171
E01001335, Ealing 038B,1304
E01001336, Ealing 038C,1110
E01001337, Ealing 029D,1443
E01001338, Ealing 029E,1330
E01001339, Ealing 029F,1539
E01001340, Ealing 029G,1883
E01001341, Ealing 005A,1212
E01001342, Ealing 005B,1442
E01001343, Ealing 005C,1150
E01001344, Ealing 007A,1229
E01001345, Ealing 005D,1353
E01001346, Ealing 007B,1308
E01001347, Ealing 007C,1185
E01001348, Ealing 007D,1400
E01001349, Ealing 006E,1226
E01001350, Ealing 027C,1606
E01001351, Ealing 025E,1324
E01001352, Ealing 027D,1087
E01001353, Ealing 033A,1428
E01001354, Ealing 027E,1225
E01001355, Ealing 033B,1380
E01001356, Ealing 033C,1405
E01001357, Ealing 033D,2395
E01001358, Ealing 033E,1228
E01001359, Ealing 026A,1238
E01001360, Ealing 026B,1101
E01001361, Ealing 023E,1833
E01001362, Ealing 026C,1265
E01001363, Ealing 026D,1249
E01001364, Ealing 026E,2628
E01001365, Ealing 026F,1044
E01001366, Ealing 044C,1832
E01001367, Ealing 043B,1391
E01001368, Ealing 044D,1237
E01001369, Ealing 038D,1210
E01001370, Ealing 044A,1778
E01001371, Ealing 044B,1538
E01001372, Ealing 043C,1443
E01001373, Ealing 043A,1050
E01001374, Ealing 040A,1312
E01001375, Ealing 034A,1668
E01001376, Ealing 040B,1380
E01001377, Ealing 034B,1466
E01001379, Ealing 034C,1531
E01001380, Ealing 040C,1424
E01001381, Ealing 034D,1350
E01001382, Ealing 032B,1139
E01001383, Ealing 028D,1482
E01001384, Ealing 032C,1733
E01001385, Ealing 032D,1551
E01001386, Ealing 031F,2708
E01001387, Ealing 032E,1317
E01001388, Ealing 028E,1422
E01001389, Ealing 028F,1458
E01001390, Enfield 036A,1352
E01001391, Enfield 036B,1121
E01001392, Enfield 032A,1747
E01001393, Enfield 036C,1468
E01001394, Enfield 035A,1512
E01001395, Enfield 035B,1330
E01001396, Enfield 036D,1217
E01001397, Enfield 035C,1463
E01001398, Enfield 021A,1182
E01001399, Enfield 021B,1373
E01001400, Enfield 021C,1314
E01001401, Enfield 016A,1024
E01001402, Enfield 021D,1793
E01001403, Enfield 021E,1663
E01001404, Enfield 026A,1795
E01001405, Enfield 015A,1335
E01001406, Enfield 015B,1431
E01001407, Enfield 005A,1360
E01001408, Enfield 004A,1136
E01001409, Enfield 005B,1348
E01001410, Enfield 005C,1189
E01001411, Enfield 004B,1389
E01001412, Enfield 004C,1344
E01001413, Enfield 004D,1438
E01001414, Enfield 004E,1492
E01001415, Enfield 011A,1353
E01001416, Enfield 013A,1441
E01001417, Enfield 011B,1492
E01001418, Enfield 011C,1463
E01001419, Enfield 020A,1310
E01001420, Enfield 020B,1579
E01001421, Enfield 020C,1440
E01001422, Enfield 011D,1686
E01001423, Enfield 027A,1384
E01001424, Enfield 030A,1383
E01001425, Enfield 027B,1445
E01001426, Enfield 030B,1522
E01001427, Enfield 030C,1400
E01001428, Enfield 027C,1143
E01001429, Enfield 030D,1415
E01001430, Enfield 030E,1423
E01001431, Enfield 033A,1338
E01001432, Enfield 033B,1458
E01001433, Enfield 007A,1339
E01001434, Enfield 007B,1257
E01001435, Enfield 007C,1434
E01001436, Enfield 007D,1235
E01001437, Enfield 014A,1468
E01001438, Enfield 007E,1357
E01001439, Enfield 006A,1376
E01001440, Enfield 012A,1405
E01001441, Enfield 006B,1804
E01001442, Enfield 002A,1227
E01001444, Enfield 001A,1390
E01001445, Enfield 003B,1514
E01001446, Enfield 001B,1516
E01001447, Enfield 003C,1383
E01001448, Enfield 003D,1416
E01001449, Enfield 003E,1181
E01001450, Enfield 015C,1457
E01001451, Enfield 017A,3222
E01001452, Enfield 017B,1433
E01001453, Enfield 017C,1417
E01001454, Enfield 017D,1420
E01001455, Enfield 021F,1303
E01001456, Enfield 022A,1399
E01001457, Enfield 010A,1592
E01001458, Enfield 037A,1390
E01001459, Enfield 024A,1257
E01001460, Enfield 024B,1652
E01001461, Enfield 027D,1574
E01001462, Enfield 024C,1407
E01001463, Enfield 031A,1398
E01001464, Enfield 027E,1412
E01001465, Enfield 031B,1213
E01001466, Enfield 031C,1394
E01001467, Enfield 031D,1390
E01001468, Enfield 010B,1395
E01001469, Enfield 008A,1217
E01001470, Enfield 013B,1327
E01001471, Enfield 010C,1262
E01001472, Enfield 010D,1398
E01001473, Enfield 013C,1283
E01001474, Enfield 010E,1475
E01001475, Enfield 013D,1189
E01001476, Enfield 018A,1738
E01001477, Enfield 018B,1435
E01001478, Enfield 016B,1253
E01001479, Enfield 023A,1074
E01001480, Enfield 024D,1635
E01001481, Enfield 018C,1486
E01001482, Enfield 023B,1454
E01001483, Enfield 025A,1258
E01001484, Enfield 016C,1501
E01001485, Enfield 025B,1658
E01001486, Enfield 025C,1716
E01001487, Enfield 023C,2478
E01001488, Enfield 024E,1960
E01001489, Enfield 023D,2188
E01001491, Enfield 023E,1072
E01001492, Enfield 025E,1854
E01001493, Enfield 026B,1473
E01001494, Enfield 026C,1592
E01001495, Enfield 029A,1547
E01001496, Enfield 026D,1597
E01001497, Enfield 031E,1471
E01001498, Enfield 029B,1317
E01001499, Enfield 031F,1388
E01001500, Enfield 035D,1433
E01001501, Enfield 036E,1364
E01001502, Enfield 018D,1151
E01001503, Enfield 018E,1895
E01001504, Enfield 012B,1017
E01001505, Enfield 012C,1228
E01001507, Enfield 012D,1053
E01001508, Enfield 012E,1311
E01001509, Enfield 014C,1388
E01001511, Enfield 016D,1236
E01001512, Enfield 015D,1350
E01001513, Enfield 012F,1556
E01001514, Enfield 016E,1513
E01001515, Enfield 015E,1612
E01001516, Enfield 005D,1430
E01001517, Enfield 006C,1364
E01001518, Enfield 016F,1465
E01001520, Enfield 019A,1329
E01001521, Enfield 028A,1203
E01001522, Enfield 019B,1445
E01001523, Enfield 019C,1301
E01001524, Enfield 019D,1409
E01001525, Enfield 020E,1132
E01001526, Enfield 019E,1547
E01001527, Enfield 036F,1099
E01001528, Enfield 032B,1221
E01001529, Enfield 032C,1327
E01001530, Enfield 032D,1379
E01001531, Enfield 028B,1652
E01001532, Enfield 028C,1649
E01001533, Enfield 028D,1935
E01001534, Enfield 032E,1578
E01001535, Enfield 028E,1297
E01001536, Enfield 008B,2245
E01001537, Enfield 005E,1433
E01001538, Enfield 009A,1426
E01001539, Enfield 009B,1372
E01001540, Enfield 008C,1373
E01001541, Enfield 008D,1499
E01001542, Enfield 008E,1323
E01001543, Enfield 009C,1551
E01001544, Enfield 009D,1431
E01001545, Enfield 002B,1402
E01001546, Enfield 001C,1507
E01001547, Enfield 002C,1376
E01001548, Enfield 002D,1169
E01001549, Enfield 006D,1531
E01001550, Enfield 006E,1281
E01001551, Enfield 002E,1494
E01001552, Enfield 001D,1403
E01001553, Enfield 037B,1339
E01001554, Enfield 037C,1937
E01001555, Enfield 033C,1623
E01001556, Enfield 035E,1439
E01001557, Enfield 033D,1289
E01001558, Enfield 033E,1530
E01001559, Enfield 033F,1208
E01001560, Enfield 035F,1328
E01001562, Enfield 037D,1371
E01001563, Enfield 029C,1279
E01001564, Enfield 022B,1236
E01001565, Enfield 029D,1400
E01001566, Enfield 029E,1323
E01001567, Enfield 022C,1566
E01001568, Enfield 022D,1461
E01001569, Enfield 022E,1617
E01001570, Enfield 026E,1331
E01001571, Greenwich 008A,2289
E01001572, Greenwich 008B,1436
E01001573, Greenwich 008C,1459
E01001574, Greenwich 008D,2950
E01001575, Greenwich 003A,1987
E01001576, Greenwich 003B,1663
E01001577, Greenwich 003C,1359
E01001578, Greenwich 003D,1306
E01001579, Greenwich 003E,1368
E01001580, Greenwich 021A,1340
E01001581, Greenwich 016A,1508
E01001582, Greenwich 021B,1621
E01001583, Greenwich 021C,1731
E01001584, Greenwich 021D,1524
E01001585, Greenwich 016B,1526
E01001586, Greenwich 016C,1726
E01001587, Greenwich 016D,1556
E01001588, Greenwich 012A,1536
E01001589, Greenwich 012B,1352
E01001590, Greenwich 014A,1248
E01001591, Greenwich 012C,1473
E01001592, Greenwich 014B,1324
E01001593, Greenwich 014C,1553
E01001594, Greenwich 014D,1898
E01001595, Greenwich 012D,1636
E01001596, Greenwich 032A,1255
E01001597, Greenwich 031A,2017
E01001598, Greenwich 031B,1468
E01001599, Greenwich 032B,2007
E01001600, Greenwich 032C,1285
E01001601, Greenwich 032D,1270
E01001602, Greenwich 031C,1544
E01001603, Greenwich 031D,1347
E01001604, Greenwich 027A,1463
E01001605, Greenwich 023A,1565
E01001606, Greenwich 023B,1268
E01001607, Greenwich 027B,1357
E01001608, Greenwich 027C,1745
E01001609, Greenwich 027D,1186
E01001610, Greenwich 023C,1514
E01001611, Greenwich 023D,1713
E01001613, Greenwich 028A,1453
E01001614, Greenwich 028B,1575
E01001615, Greenwich 028C,2057
E01001617, Greenwich 028D,1607
E01001618, Greenwich 030C,2136
E01001619, Greenwich 030D,1384
E01001620, Greenwich 025A,1536
E01001621, Greenwich 025B,2678
E01001623, Greenwich 025C,1502
E01001624, Greenwich 025D,1423
E01001625, Greenwich 025E,1988
E01001629, Greenwich 009A,1707
E01001631, Greenwich 007B,1649
E01001632, Greenwich 007C,1318
E01001633, Greenwich 009B,1371
E01001634, Greenwich 009C,1321
E01001635, Greenwich 007D,1776
E01001636, Greenwich 007E,1532
E01001637, Greenwich 009D,1505
E01001638, Greenwich 038A,1851
E01001641, Greenwich 038B,1595
E01001642, Greenwich 038C,1351
E01001644, Greenwich 038D,1713
E01001645, Greenwich 022A,1525
E01001646, Greenwich 019A,1846
E01001647, Greenwich 022B,1281
E01001648, Greenwich 022C,1134
E01001649, Greenwich 022D,1540
E01001650, Greenwich 019B,1398
E01001651, Greenwich 019C,1358
E01001652, Greenwich 019D,1926
E01001653, Greenwich 029A,1379
E01001654, Greenwich 029B,2289
E01001655, Greenwich 029C,2021
E01001656, Greenwich 034A,1543
E01001657, Greenwich 034B,1767
E01001658, Greenwich 034C,1460
E01001659, Greenwich 034D,2737
E01001660, Greenwich 029D,1572
E01001661, Greenwich 029E,1391
E01001664, Greenwich 037B,1443
E01001665, Greenwich 037C,1337
E01001666, Greenwich 041G,1294
E01001669, Greenwich 033A,1756
E01001671, Greenwich 033B,1653
E01001672, Greenwich 006A,1467
E01001673, Greenwich 006B,1490
E01001674, Greenwich 006C,2125
E01001675, Greenwich 006D,1512
E01001676, Greenwich 033C,1603
E01001677, Greenwich 006E,1700
E01001678, Greenwich 017A,1511
E01001679, Greenwich 020A,1253
E01001680, Greenwich 020B,1476
E01001681, Greenwich 020C,1384
E01001682, Greenwich 020D,1122
E01001683, Greenwich 017B,1632
E01001684, Greenwich 017C,1332
E01001685, Greenwich 017D,1621
E01001686, Greenwich 020E,1644
E01001687, Greenwich 002A,1205
E01001688, Greenwich 002B,1348
E01001690, Greenwich 001A,1354
E01001692, Greenwich 001B,1877
E01001693, Greenwich 001C,1510
E01001694, Greenwich 001D,1486
E01001695, Greenwich 011A,1567
E01001696, Greenwich 011B,1609
E01001697, Greenwich 011C,1566
E01001698, Greenwich 015A,1400
E01001699, Greenwich 015B,1637
E01001700, Greenwich 011D,1334
E01001701, Greenwich 015C,1430
E01001702, Greenwich 015D,1560
E01001703, Greenwich 011E,1449
E01001704, Greenwich 011F,1487
E01001705, Greenwich 005A,1465
E01001708, Greenwich 005C,1276
E01001710, Greenwich 005D,1336
E01001712, Greenwich 042A,1404
E01001714, Hackney 002A,1229
E01001715, Hackney 007A,1353
E01001716, Hackney 007B,1380
E01001717, Hackney 007C,1211
E01001718, Hackney 007D,1376
E01001719, Hackney 007E,1629
E01001720, Hackney 007F,1490
E01001722, Hackney 029A,1376
E01001723, Hackney 006A,1389
E01001724, Hackney 006B,1605
E01001725, Hackney 004A,1414
E01001726, Hackney 004B,1351
E01001727, Hackney 006C,1283
E01001728, Hackney 029B,1361
E01001729, Hackney 019A,2063
E01001730, Hackney 019B,1529
E01001731, Hackney 017A,1528
E01001732, Hackney 019C,1225
E01001733, Hackney 015A,1828
E01001734, Hackney 017B,1558
E01001735, Hackney 019D,1726
E01001736, Hackney 012A,1339
E01001737, Hackney 012B,1393
E01001738, Hackney 012C,1316
E01001739, Hackney 012D,1516
E01001740, Hackney 014A,1211
E01001741, Hackney 009A,1354
E01001742, Hackney 008A,1387
E01001744, Hackney 031A,1385
E01001745, Hackney 016A,1463
E01001746, Hackney 016B,1620
E01001747, Hackney 014B,1853
E01001749, Hackney 020B,2655
E01001750, Hackney 031D,1798
E01001751, Hackney 031B,1725
E01001753, Hackney 025B,1506
E01001755, Hackney 025D,2139
E01001756, Hackney 030C,1433
E01001757, Hackney 016C,1474
E01001758, Hackney 016D,2240
E01001759, Hackney 016E,1507
E01001760, Hackney 017C,1629
E01001761, Hackney 016F,1098
E01001762, Hackney 017D,1216
E01001763, Hackney 020C,2056
E01001764, Hackney 010A,1608
E01001765, Hackney 010B,1463
E01001767, Hackney 010D,1442
E01001768, Hackney 006D,1778
E01001769, Hackney 006E,2116
E01001770, Hackney 010E,1556
E01001772, Hackney 024A,2904
E01001773, Hackney 025E,2882
E01001774, Hackney 024B,1599
E01001775, Hackney 024C,1306
E01001776, Hackney 025F,2707
E01001777, Hackney 033A,1504
E01001780, Hackney 032D,2787
E01001781, Hackney 026B,1183
E01001783, Hackney 026D,1272
E01001784, Hackney 032A,2017
E01001785, Hackney 015B,1083
E01001786, Hackney 013A,1778
E01001787, Hackney 013B,1449
E01001788, Hackney 013C,1119
E01001789, Hackney 015C,1727
E01001790, Hackney 013D,1592
E01001791, Hackney 015D,1110
E01001792, Hackney 011A,1424
E01001793, Hackney 011B,1461
E01001794, Hackney 011C,1785
E01001795, Hackney 011D,1920
E01001796, Hackney 011E,1557
E01001798, Hackney 028A,1346
E01001799, Hackney 003A,1801
E01001800, Hackney 004C,1521
E01001801, Hackney 008B,1656
E01001802, Hackney 003B,1442
E01001803, Hackney 008C,1778
E01001804, Hackney 003C,1493
E01001805, Hackney 009B,1855
E01001806, Hackney 008D,1837
E01001807, Hackney 003D,1918
E01001808, Hackney 001A,2266
E01001809, Hackney 001B,1694
E01001811, Hackney 002D,2137
E01001812, Hackney 003E,1792
E01001813, Hackney 002E,1475
E01001814, Hackney 001C,2091
E01001815, Hackney 024D,2654
E01001816, Hackney 020D,1064
E01001819, Hackney 020E,1417
E01001820, Hackney 024E,2080
