Month,Longitude,Latitude,Crime type
2021-01,-0.057441,51.53968,Theft from the person
2021-01,-0.056566,51.539567,Theft from the person
2021-01,-0.056566,51.539567,Theft from the person
2021-01,-0.058224,51.540925,Theft from the person
2021-01,-0.056753,51.541962,Theft from the person
2021-01,-0.056753,51.541962,Theft from the person
2021-01,-0.061732,51.536766,Theft from the person
2021-01,-0.062012,51.536977,Theft from the person
2021-01,-0.061732,51.536766,Theft from the person
2021-01,-0.061732,51.536766,Theft from the person
2021-01,-0.061815,51.537541,Theft from the person
2021-01,-0.061732,51.536766,Theft from the person
2021-01,-0.062402,51.53559,Theft from the person
2021-01,-0.061732,51.536766,Theft from the person
2021-01,-0.061732,51.536766,Theft from the person
2021-01,-0.061732,51.536766,Theft from the person
2021-01,-0.071191,51.536103,Theft from the person
2021-01,-0.07061,51.531427,Theft from the person
2021-01,-0.07061,51.531427,Theft from the person
2021-01,-0.062849,51.53459,Theft from the person
2021-01,-0.063901,51.538681,Theft from the person
2021-01,-0.065438,51.535748,Theft from the person
2021-01,-0.085696,51.537501,Theft from the person
2021-01,-0.086668,51.536672,Theft from the person
2021-01,-0.084487,51.536411,Theft from the person
2021-01,-0.078347,51.535996,Theft from the person
2021-01,-0.078347,51.535996,Theft from the person
2021-01,-0.078745,51.534438,Theft from the person
2021-01,-0.078745,51.534438,Theft from the person
2021-01,-0.078745,51.534438,Theft from the person
2021-01,-0.074773,51.535614,Theft from the person
2021-01,-0.075948,51.537512,Theft from the person
2021-01,-0.071994,51.537241,Theft from the person
2021-01,-0.074773,51.535614,Theft from the person
2021-01,-0.073573,51.535342,Theft from the person
2021-01,-0.071994,51.537241,Theft from the person
2021-01,-0.077146,51.533359,Theft from the person
2021-01,-0.094509,51.529497,Theft from the person
2021-01,-0.091007,51.528073,Theft from the person
2021-01,-0.094509,51.529497,Theft from the person
2021-01,-0.091007,51.528073,Theft from the person
2021-01,-0.091427,51.531129,Theft from the person
2021-01,-0.095213,51.530255,Theft from the person
2021-01,-0.087,51.533557,Theft from the person
2021-01,-0.086439,51.534905,Theft from the person
2021-01,-0.086439,51.534905,Theft from the person
2021-01,-0.091616,51.533524,Theft from the person
2021-01,-0.089964,51.53267,Theft from the person
2021-01,-0.087039,51.526777,Theft from the person
2021-01,-0.082623,51.531021,Theft from the person
2021-01,-0.082623,51.531021,Theft from the person
2021-01,-0.080724,51.530918,Theft from the person
2021-01,-0.077969,51.529227,Theft from the person
2021-01,-0.077259,51.527615,Theft from the person
2021-01,-0.077515,51.530425,Theft from the person
2021-01,-0.080478,51.527164,Theft from the person
2021-01,-0.083064,51.524967,Theft from the person
2021-01,-0.081618,51.521994,Theft from the person
2021-01,-0.077253,51.522615,Theft from the person
2021-01,-0.07635,51.522142,Theft from the person
2021-01,-0.083404,51.527878,Theft from the person
2021-01,-0.0812,51.526789,Theft from the person
2021-01,-0.083936,51.526519,Theft from the person
2021-01,-0.083936,51.526519,Theft from the person
2021-01,-0.080178,51.522312,Theft from the person
2021-01,-0.083936,51.526519,Theft from the person
2021-01,-0.076532,51.523637,Theft from the person
2021-01,-0.085779,51.531046,Theft from the person
2021-01,-0.086196,51.530396,Theft from the person
2021-01,-0.088877,51.52972,Theft from the person
2021-01,-0.087034,51.527244,Theft from the person
2021-01,-0.086006,51.529754,Theft from the person
2021-01,-0.086006,51.529754,Theft from the person
2021-01,-0.085537,51.529252,Theft from the person
2021-01,-0.058934,51.564246,Theft from the person
2021-01,-0.058221,51.568442,Theft from the person
2021-01,-0.248673,51.514788,Theft from the person
2021-01,-0.221067,51.510505,Theft from the person
2021-01,-0.221072,51.505218,Theft from the person
2021-01,-0.231807,51.507071,Theft from the person
2021-01,-0.22964,51.507955,Theft from the person
2021-01,-0.228133,51.503724,Theft from the person
2021-01,-0.218794,51.503763,Theft from the person
2021-01,-0.22907,51.499602,Theft from the person
2021-01,-0.236553,51.495353,Theft from the person
2021-01,-0.243602,51.492258,Theft from the person
2021-01,-0.224691,51.492917,Theft from the person
2021-01,-0.224691,51.492917,Theft from the person
2021-01,-0.219935,51.487045,Theft from the person
2021-01,-0.20279,51.485336,Theft from the person
2021-01,-0.212423,51.480258,Theft from the person
2021-01,-0.201653,51.472873,Theft from the person
2021-01,-0.197119,51.480123,Theft from the person
2021-01,-0.213266,51.476728,Theft from the person
2021-01,-0.212276,51.477747,Theft from the person
2021-01,-0.111503,51.606891,Theft from the person
2021-01,-0.122091,51.604031,Theft from the person
2021-01,-0.091473,51.601019,Theft from the person
2021-01,-0.10238,51.604011,Theft from the person
2021-01,-0.109851,51.59798,Theft from the person
2021-01,-0.097997,51.60179,Theft from the person
2021-01,-0.069134,51.59319,Theft from the person
2021-01,-0.067874,51.595336,Theft from the person
2021-01,-0.142194,51.591267,Theft from the person
2021-01,-0.056196,51.599334,Theft from the person
2021-01,-0.10757,51.593124,Theft from the person
2021-01,-0.111114,51.59399,Theft from the person
2021-01,-0.103733,51.591641,Theft from the person
2021-01,-0.1051,51.590719,Theft from the person
2021-01,-0.071476,51.589029,Theft from the person
2021-01,-0.097816,51.590565,Theft from the person
2021-01,-0.11453,51.58891,Theft from the person
2021-01,-0.099486,51.585134,Theft from the person
2021-01,-0.106503,51.589617,Theft from the person
2021-01,-0.103753,51.585275,Theft from the person
2021-01,-0.076785,51.584323,Theft from the person
2021-01,-0.073431,51.584115,Theft from the person
2021-01,-0.078589,51.584685,Theft from the person
2021-01,-0.072433,51.587579,Theft from the person
2021-01,-0.06203,51.58712,Theft from the person
